RM;2045;-0.43;7.12;-2082.47;0;0;0;0;0;101114.16;23.92;113.13;
RM;2087;-0.23;6.95;-1851.11;0;0;0;0;29;101111.83;23.90;5508.56;
RM;2130;-0.31;7.08;-1619.79;0;0;0;0;25;101112.70;23.91;5379.56;
RM;2165;-0.44;7.14;-1388.44;0;0;0;0;24;101114.34;23.93;6610.05;
RM;2220;-0.17;6.90;-1157.05;0;0;0;0;43;101111.15;23.90;4207.01;
RM;2259;-0.36;7.14;-925.70;0;0;0;0;25;101113.38;23.91;5932.08;
RM;2307;-0.43;7.14;-694.39;0;0;0;0;25;101114.24;23.92;4819.10;
RM;2342;-0.15;7.15;-463.04;0;0;0;0;24;101110.81;23.92;6609.91;
RM;2538;-0.25;7.03;-231.66;0;0;0;0;185;101112.02;23.91;1180.48;
RM;2579;-0.21;7.12;-0.30;0;0;0;0;24;101111.50;23.92;5643.08;
RM;2614;-0.14;7.01;-0.27;0;0;0;0;25;101110.72;23.92;0.83;
RM;2661;-0.04;7.11;-0.25;0;0;0;0;25;101109.53;23.93;0.40;
RM;2710;-0.21;7.09;-0.24;0;0;0;0;26;101111.50;23.92;0.20;
RM;2767;-0.24;7.12;-0.22;0;0;0;0;24;101111.95;23.95;0.34;
RM;2851;0.08;7.08;-0.19;0;0;0;0;24;101108.10;23.97;0.31;
RM;2945;-0.27;7.11;-0.19;0;0;0;0;25;101112.37;23.98;0.09;
RM;2993;-0.33;7.09;-0.18;0;0;0;0;25;101113.05;23.98;0.21;
RM;3169;0.08;7.11;-0.15;0;0;0;0;166;101108.10;23.97;0.13;
RM;3273;0.23;6.90;-0.10;0;0;0;0;24;101106.37;23.99;0.46;
RM;3311;-0.05;6.89;-0.09;0;0;0;0;24;101109.70;23.98;0.40;
RM;3357;-0.03;7.09;-0.08;0;0;0;0;23;101109.44;24.01;0.23;
RM;3393;-0.65;7.09;-0.14;0;0;0;0;24;101116.85;24.00;-1.69;
RM;3429;-0.08;7.12;-0.13;0;0;0;0;25;101110.08;24.00;0.34;
RM;3464;-0.60;7.09;-0.16;0;0;0;0;24;101116.30;24.01;-1.03;
RM;3499;-0.30;7.11;-0.20;0;0;0;0;24;101112.63;23.99;-1.09;
RM;3584;-0.03;6.87;-0.18;0;0;0;0;25;101109.39;24.00;0.29;
RM;3636;-0.29;7.03;-0.17;0;0;0;0;43;101112.57;24.03;0.08;
RM;3684;-0.05;7.08;-0.19;0;0;0;0;43;101109.62;23.98;-0.28;
RM;3724;-0.52;7.09;-0.26;0;0;0;0;25;101115.23;24.02;-1.86;
RM;3759;-0.31;7.11;-0.29;0;0;0;0;25;101112.73;24.00;-0.72;
RM;3831;-0.34;6.87;-0.32;0;0;0;0;24;101113.09;24.02;-0.43;
RM;3870;-0.12;7.03;-0.26;0;0;0;0;29;101110.51;24.03;1.36;
RM;3902;-0.45;6.86;-0.30;0;0;0;0;25;101114.46;24.02;-1.14;
RM;3941;0.01;7.08;-0.24;0;0;0;0;30;101108.97;24.02;1.57;
RM;3984;-0.64;7.09;-0.27;0;0;0;0;25;101116.69;24.03;-0.80;
RM;4027;-0.11;7.09;-0.28;0;0;0;0;32;101110.34;24.02;-0.18;
RM;4096;-0.72;7.03;-0.32;0;0;0;0;30;101117.71;24.05;-0.63;
RM;4125;-0.35;7.11;-0.35;0;0;0;0;23;101113.26;24.03;-1.04;
RM;4161;-0.82;7.08;-0.38;0;0;0;0;25;101118.92;24.04;-0.85;
RM;4196;-0.36;7.08;-0.39;0;0;0;0;25;101113.35;24.03;-0.15;
RM;4232;-0.24;7.11;-0.38;0;0;0;0;24;101111.88;24.03;0.28;
RM;4268;-0.16;7.08;-0.38;0;0;0;0;25;101110.93;24.05;-0.10;
RM;4302;-0.31;7.08;-0.37;0;0;0;0;24;101112.80;24.04;0.40;
RM;4346;-0.10;6.86;-0.38;0;0;0;0;31;101110.26;24.01;-0.25;
RM;4384;-0.31;7.08;-0.35;0;0;0;0;23;101112.75;24.04;0.88;
RM;4432;-0.57;7.08;-0.39;0;0;0;0;23;101115.82;24.06;-0.96;
RM;4469;-0.30;7.06;-0.35;0;0;0;0;23;101112.66;24.03;1.14;
RM;4528;-0.86;7.08;-0.40;0;0;0;0;25;101119.35;24.06;-0.87;
RM;4562;-0.29;7.08;-0.35;0;0;0;0;24;101112.57;24.07;1.57;
RM;4598;-0.33;7.11;-0.35;0;0;0;0;24;101112.99;24.05;0.09;
RM;4633;-0.40;7.06;-0.36;0;0;0;0;23;101113.86;24.06;-0.47;
RM;4668;-0.16;7.08;-0.36;0;0;0;0;24;101111.02;24.06;-0.02;
RM;4749;0.19;6.86;-0.31;0;0;0;0;33;101106.81;24.05;0.62;
RM;4805;-0.41;7.02;-0.34;0;0;0;0;42;101113.95;24.07;-0.55;
RM;4835;0.03;6.86;-0.31;0;0;0;0;24;101108.80;24.05;1.11;
RM;4893;0.03;7.08;-0.25;0;0;0;0;36;101108.80;24.05;1.02;
RM;4976;-0.24;7.06;-0.24;0;0;0;0;24;101111.97;24.07;0.07;
RM;5012;0.43;6.86;-0.12;0;0;0;0;24;101103.98;24.05;3.58;
RM;5059;-0.77;7.06;-0.16;0;0;0;0;24;101118.22;24.08;-1.01;
RM;5094;-0.12;7.08;-0.14;0;0;0;0;25;101110.51;24.07;0.59;
RM;5166;0.02;7.08;-0.10;0;0;0;0;24;101108.80;24.09;0.59;
RM;5256;-0.10;7.08;-0.09;0;0;0;0;32;101110.17;24.09;0.08;
RM;5331;-0.13;7.06;-0.13;0;0;0;0;24;101110.59;24.07;-0.42;
RM;5390;-0.92;7.06;-0.18;0;0;0;0;25;101120.14;24.11;-0.88;
RM;5426;-0.59;7.09;-0.24;0;0;0;0;25;101116.09;24.07;-1.70;
RM;5460;-0.68;7.06;-0.31;0;0;0;0;24;101117.23;24.10;-2.08;
RM;5501;-1.47;7.08;-0.43;0;0;0;0;29;101126.65;24.09;-2.99;
RM;5573;-0.75;7.02;-0.55;0;0;0;0;30;101118.06;24.07;-1.64;
RM;5602;-1.52;7.06;-0.63;0;0;0;0;24;101127.33;24.09;-2.61;
RM;5686;-1.25;7.06;-0.74;0;0;0;0;24;101123.98;24.09;-1.34;
RM;5765;-1.27;7.08;-0.87;0;0;0;0;33;101124.26;24.11;-1.64;
RM;5839;-0.94;7.05;-0.95;0;0;0;0;23;101120.28;24.08;-1.14;
RM;5899;-1.10;7.03;-1.05;0;0;0;0;25;101122.20;24.11;-1.62;
RM;5936;-0.73;7.03;-1.03;0;0;0;0;26;101117.80;24.09;0.53;
RM;6005;-1.45;7.05;-1.11;0;0;0;0;24;101126.38;24.11;-1.25;
RM;6041;-0.81;7.01;-1.13;0;0;0;0;24;101118.83;24.07;-0.37;
RM;6076;-1.14;7.01;-1.10;0;0;0;0;24;101122.72;24.10;0.94;
RM;6159;-1.44;7.05;-1.16;0;0;0;0;25;101126.31;24.11;-0.83;
RM;6238;-0.71;6.84;-1.08;0;0;0;0;33;101117.62;24.08;1.02;
RM;6294;-1.45;6.99;-1.10;0;0;0;0;42;101126.38;24.11;-0.36;
RM;6324;-1.29;7.06;-1.11;0;0;0;0;25;101124.59;24.09;-0.09;
RM;6359;-1.27;7.03;-1.14;0;0;0;0;25;101124.26;24.11;-0.95;
RM;6393;-1.44;7.05;-1.17;0;0;0;0;24;101126.31;24.11;-0.99;
